138,137,177,137,177,150,138,150,FROM:
137,173,162,173,162,187,137,187,TO:
138,214,160,214,160,225,138,225,cc:
423,258,454,258,454,271,423,271,TRUE
425,309,446,309,446,323,425,323,N/A
425,335,446,335,446,349,425,349,N/A
425,362,446,362,446,373,425,373,N/A
425,487,459,487,459,500,425,500,$2.00
423,515,466,515,466,525,423,525,Carton
415,549,637,549,637,599,415,599,
137,663,221,663,221,674,137,674,ANALYTICAL
228,663,331,663,331,674,228,674,REQUIREMENTS:
655,750,672,750,672,830,655,830,87533049
415,774,509,774,509,798,415,798,530430
420,802,486,802,486,823,420,823,1112
268,85,503,85,503,100,268,100,COUPON CODE REGISTRATION FORM
225,131,300,131,300,147,225,147,J. La Valle
219,170,349,170,349,186,219,186,S. A. Rapisarldi
218,211,307,211,307,243,218,243,R. G. Ryan 
186,261,344,261,344,276,186,276,Brand (s) Applicable
187,286,269,286,269,300,187,300,Media Type
187,311,269,311,269,325,187,325,Media Name
179,337,349,337,349,350,179,350,*Issue Frequency / Year
180,362,278,362,278,376,180,376,* Space / Color
189,387,326,387,326,400,189,400,Coupon Issue Date
187,411,364,411,364,426,187,426,Coupon Expiration Date
187,436,306,436,306,450,187,450,Circulation (#)
189,461,346,461,346,476,189,476,Geographical Area (s)
189,487,285,487,285,502,189,502,Coupon Value
189,513,341,513,341,525,189,525,Pack and / or Carton?
180,538,399,538,399,552,180,552,* Advertising Creative Title
179,587,359,587,359,602,179,602,Signature of Initiator
179,612,293,612,293,626,179,626,Date Initiated
422,612,498,612,498,626,422,626,May 3, 1990
423,285,611,285,611,298,423,298,ON - Carton Instant Redeemable
425,383,458,383,458,397,425,397,10 / 90
423,408,471,408,471,422,423,422,6 / 30 / 91
425,436,485,436,485,447,425,447,1. 213, 400
423,461,476,461,476,474,423,474,National
425,535,577,535,577,549,425,549,True Filter King Carton
349,659,643,659,643,672,349,672,Break - out separately byl packing as indicated
300,760,468,760,468,775,300,775,FOR CONTROL USE ONLY :
300,785,405,785,405,799,300,799,Code Assigned
300,811,382,811,382,824,300,824,Job Number
142,860,278,860,278,873,142,873,
