75,140,93,140,93,153,75,153,TO:
75,168,109,168,109,181,75,181,FROM:
633,198,641,198,641,208,633,208,x
75,223,127,223,127,234,75,234,SUBJECT:
535,142,629,142,629,155,535,155,
197,264,263,264,263,281,197,281,
74,348,124,348,124,361,74,361,DIVISION:
91,374,143,374,143,388,91,388,DIVISION:
92,404,142,404,142,415,92,415,DIVISION:
94,433,143,433,143,444,94,444,DIVISION:
196,472,269,472,269,486,196,486,
75,293,118,293,118,306,75,306,REGION:
387,374,434,374,434,388,387,388,DIVISION:
387,404,434,404,434,417,387,417,DIVISION:
384,432,436,432,436,445,384,445,DIVISION:
335,587,355,587,355,598,335,598,225
338,601,352,601,352,614,338,614,27
341,617,352,617,352,628,341,628,15
338,649,352,649,352,662,338,662,31
339,666,352,666,352,676,339,676,18
341,680,354,680,354,693,341,693,19
338,697,353,697,353,708,338,708,20
675,774,696,774,696,879,675,879,82200067
85,77,302,77,302,90,85,90,09/ 17/ 97 10: 55 603 841 1898
370,78,460,78,460,89,370,89,LORILLARD PTLD
644,78,676,78,676,93,644,93,☑ 001
225,141,292,141,292,154,225,154,K. A. Sparrow
225,169,287,169,287,181,225,181,T. D. Blachly
225,223,588,223,588,236,225,236,OLD GOLD MENTHOL LIGHTS & ULTRA LIGHTS 100'S PROGRESS REPORT
570,170,603,170,603,181,570,181,AUG 4
566,198,603,198,603,208,566,208,SEP 15
451,169,490,169,490,182,451,182,MAY 12
454,197,491,197,491,208,454,208,JUN 23
75,320,387,320,387,333,75,333,(ONLY IF PARTIAL REGION CONTINUE WITH DIVISION (S) SCOPE)
154,376,283,376,283,388,154,388,Portland # REPS: 6
154,402,286,402,286,417,154,417,Boise # REPS: 2. 5
152,430,276,430,276,445,152,445,Eugene # REPS: 5
443,374,592,374,592,388,443,388,Seattle South # REPS: 7
441,402,592,402,592,417,441,417,Seattle North # REPS: 4
443,432,592,432,592,444,443,444,Helena # REPS: 4
77,499,576,499,576,528,77,528,DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15 + STORES) STOCKING NO OLD GOLD MENTHOL LIGHTS OR ULTRA LIGHTS 100'S
98,570,199,570,199,584,98,584,NAME OF ACCOUNT
243,557,286,557,286,581,243,581,VOLUME
328,557,370,557,370,582,328,582,NO. OF STORES
411,570,509,570,509,582,411,582,NAME OF ACCOUNT
546,557,592,557,592,581,546,581,VOLUME
622,556,664,556,664,583,622,583,NO. OF STORES
77,587,154,587,154,598,77,598,Texaco Seattle
77,602,162,602,162,615,77,615,Texaco Portland
77,617,147,617,147,630,77,630,Maid -O Clover
77,648,123,648,123,662,77,662,Dari Mart
75,663,115,663,115,678,75,678,Zip Trip
75,683,120,683,120,694,75,694,Maverick
78,698,126,698,126,709,78,709,Astro Gas
246,585,285,585,285,598,246,598,105 / 5
249,603,282,603,282,614,249,614,61 / 3
250,617,279,617,279,628,250,628,20 / 2
244,648,286,648,286,662,244,662,125 / 5
244,665,288,665,288,679,244,679,106 / 4
246,680,284,680,284,696,246,696,77 / 1
243,696,287,696,287,710,243,710,600 / 7
117,915,176,915,176,923,117,923,
95,912,113,912,113,924,95,924,
554,908,659,908,659,923,554,923,Page 1 of 3 Pages
