340,110,405,110,405,128,340,128,LORILLARD
468,190,509,190,509,204,468,204,DATE
184,219,208,219,208,234,184,234,28
99,274,149,274,149,296,99,296,SCOPE:
221,274,261,274,261,291,221,291,AREA
308,269,363,269,363,289,308,289,REGION
410,268,483,268,483,285,410,285,DIVISION
513,262,534,262,534,281,513,281,x
328,361,368,361,368,385,328,385,POOR
400,360,439,360,439,381,400,381,FAIR
476,358,509,358,509,383,476,383,GOOD
546,356,623,356,623,376,546,376,EXCELLENT
328,406,366,406,366,423,328,423,POOR
334,442,367,442,367,463,334,463,POOR
330,483,369,483,369,504,330,504,POOR
403,402,438,402,438,422,403,422,FAIR
401,441,439,441,439,461,401,461,FAIR
406,482,441,482,441,502,406,502,FAIR
474,399,511,399,511,419,474,419,GOOD
479,439,514,439,514,460,479,460,GOOD
480,479,514,479,514,499,480,499,GOOD
547,397,627,397,627,417,547,417,EXCELLENT
546,436,627,436,627,456,546,456,EXCELLENT
552,479,627,479,627,498,552,498,EXCELLENT
383,401,401,401,401,418,383,418,x
382,439,397,439,397,460,382,460,x
382,481,400,481,400,499,382,499,x
329,637,376,637,376,656,329,656,28728
380,666,400,666,400,685,380,685,x
387,743,402,743,402,762,387,762,x
407,666,439,666,439,683,407,683,YES
415,744,448,744,448,765,415,765,YES
507,742,528,742,528,761,507,761,NO
630,829,648,829,648,895,630,895,92094746
250,364,263,364,263,381,250,381,N/
263,367,281,367,281,382,263,382,A
496,665,527,665,527,683,496,683,NO*
110,702,187,702,187,719,110,719,*EXPLAIN:
104,525,184,525,184,549,104,549,COMMENTS:
545,263,596,263,596,284,545,284,OTHER*
106,301,174,301,174,321,106,321,*EXPLAIN:
64,114,167,114,167,130,64,130,09/ 08/ 95 16: 17
186,111,281,111,281,130,186,130,214 340 9308
443,108,543,108,543,128,443,128,NYO SLS GEN
580,108,644,108,644,125,580,125,00 /003
248,134,474,134,474,158,248,158,SPECIAL PROMOTION EVALUATION
454,166,502,166,502,191,454,191,9 /8 /95
93,192,265,192,265,217,93,217,AREA/ REGION/ DIVISION
111,182,186,182,186,197,111,197,2 13
97,223,161,223,161,245,97,245,PROMO #
317,213,471,213,471,239,317,239,PROMOTIONAL PERIOD:
508,203,572,203,572,227,508,227,June/ July
100,246,188,246,188,270,100,270,ITEM/ BRAND:
218,238,362,238,362,263,218,263,Sunglasses / Newport
197,297,343,297,343,318,197,318,Special Emphasis Calls
100,364,242,364,242,389,100,389,CHAIN ACCEPTANCE:
101,407,293,407,293,428,101,428,INDEPENDENT ACCEPTANCE:
106,439,269,439,269,468,106,468,CONSUMER ACCEPTANCE:
105,482,254,482,254,508,105,508,EFFICIENCY RATING:
195,517,590,517,590,540,195,540,This item was perceived by retailers and consumers as a low
107,541,590,541,590,594,107,594,quality item. Several Sales Reps reported that on occasion our consumers would pass up the deal or leave the glasses in the store.
112,645,290,645,290,663,112,663,#ITEMS/ DEALS RECEIVED:
110,669,339,669,339,690,110,690,WERE QUANTITIES APPROPRIATE?
111,749,349,749,349,771,111,771,SHOULD PROMOTION BE REPEATED
113,776,233,776,233,796,113,796,IF NO, EXPLAIN:
113,828,334,828,334,851,113,851,IF YES, CAN IT BE IMPROVED?
353,818,630,818,630,840,353,840,The Promotion can be improved by upgrading
116,854,315,854,315,874,116,874,the quality of the sunglasses
