96,127,120,127,120,141,96,141,TO:
96,154,138,154,138,169,96,169,FROM:
317,553,359,553,359,568,317,568,ITEMS
317,649,362,649,362,660,317,660,URBAN
328,744,357,744,357,755,328,755,198–
626,915,686,915,686,930,626,930,09-Apr-96
675,763,692,763,692,830,675,830,91903177
78,916,132,916,132,933,78,933,REQFORM
229,126,317,126,317,141,229,141,K. A. SPARROW
504,127,586,127,586,141,504,141,DATE TO NYO:
96,180,195,180,195,196,96,196,DIV. NAME/ NO:
282,235,478,235,478,250,282,250,SPECIAL EVENT REQUEST FORM
94,289,201,289,201,304,94,304,NAME OF EVENT:
94,314,204,314,204,330,94,330,* DATE OF EVENT:
94,369,271,369,271,383,94,383,SAMPLES/ ITEMS REQUIRED:
286,369,475,369,475,384,286,384,SAMPLE 10'S (400 PACKS PER CASE)
317,422,372,422,372,436,317,436,# CASES
94,448,175,448,175,462,94,462,NEWPORT K. S.
94,462,182,462,182,476,94,476,NEWPORT 100'S
95,475,201,475,201,489,95,489,NEWPORT LTS K. S.
92,489,200,489,200,503,92,503,NEWPORT LTS. 100
317,450,386,450,386,465,317,465,KENT III K. S.
317,462,387,462,387,477,317,477,KENT III 100
317,475,373,475,373,489,317,489,TRUE K. S.
317,489,372,489,372,503,317,503,KENT K. S.
318,503,372,503,372,516,318,516,KENT 100
500,450,596,450,596,464,500,464,KENT GL LTS K S.
501,464,571,464,571,477,501,477,KENT GL 100
499,553,638,553,638,570,499,570,QUANTITY REQUIRED
316,581,422,581,422,596,316,596,WATER BOTTLES
317,609,426,609,426,624,317,624,BANNER(S) (4 x 8)
316,634,426,634,426,650,316,650,GENERAL MARKET
314,662,436,662,436,677,314,677,SPANISH LANGUAGE
92,714,146,714,146,730,92,730,SHIP TO:
94,742,270,742,270,757,94,757,CUSTOMER SHIPPING NUMBER
92,782,166,782,166,797,92,797,NYO ONLY:
94,809,357,809,357,824,94,824,DATE FORWARDED PROMOTION SERVICES:
91,862,481,862,481,878,91,878,* PLEASE ALLOW 6 WEEKS FOR PROCESSING YOUR REQUEST.
