22,87,40,87,40,98,22,98,TO:
22,112,57,112,57,125,22,125,FROM:
142,85,189,85,189,99,142,99,S.P. Zolot
142,112,192,112,192,125,142,125,C.J. Leiker
550,142,561,142,561,155,550,155,☑
22,165,72,165,72,178,22,178,SUBJECT:
122,191,189,191,189,204,122,204,GEOGRAPHY
21,216,67,216,67,229,21,229,REGION:
22,268,71,268,71,281,22,281,DIVISION:
215,216,242,216,242,229,215,229,FULL
264,216,274,216,274,227,264,227,x
422,216,467,216,467,230,422,230,PARTIAL
215,268,242,268,242,281,215,281,FULL
422,270,467,270,467,280,422,280,PARTIAL
243,453,260,453,260,464,243,464,23
244,472,257,472,257,483,244,483,21
246,492,261,492,261,503,246,503,15
246,510,260,510,260,520,246,520,17
246,528,261,528,261,541,246,541,82
514,684,528,684,528,695,514,695,25
244,686,261,686,261,696,244,696,31
246,704,261,704,261,715,246,715,17
246,722,261,722,261,735,246,735,15
244,742,262,742,262,753,244,753,39
246,761,261,761,261,772,246,772,25
244,779,264,779,264,790,244,790,460
247,797,262,797,262,808,247,808,79
247,817,261,817,261,828,247,828,17
246,835,267,835,267,849,246,849,112
45,930,108,930,108,943,45,943,MAVPROG.XLS
677,781,697,781,697,889,677,889,81619511
458,87,554,87,554,100,458,100,SUBMISSION DATE
381,113,421,113,421,124,381,124,MAY 19
508,113,547,113,547,126,508,126,AUG 11
511,140,547,140,547,151,511,151,SEP 22
385,138,419,138,419,149,385,149,JUN 30
144,165,421,165,421,178,144,178,MAVERICK SPECIALS MENTHOL- PROGRESS REPORT
22,242,341,242,341,256,22,256,(ONLY PARTIAL REGION CONTINUE WITH DIVISION(S) SCOPE)
36,293,118,293,118,308,36,308,DIVISION NAME:
38,321,118,321,118,332,38,332,DIVISION NAME:
38,348,117,348,117,358,38,358,DIVISION NAME:
215,295,295,295,295,308,215,308,DIVISION NAME:
214,321,296,321,296,332,214,332,DIVISION NAME:
215,346,297,346,297,359,215,359,DIVISION NAME:
423,295,461,295,461,308,423,308,# REPS
422,320,460,320,460,334,422,334,# REPS
423,346,460,346,460,361,423,361,# REPS
22,374,388,374,388,422,22,422,DISTRIBUTION DIRECT ACCOUNTS AND CHAINS HEADQUARTERED WITHIN THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL
31,433,134,433,134,447,31,447,NAME OF ACCOUNT
156,419,203,419,203,447,156,447,IND. LOR VOLUME
222,422,267,422,267,447,222,447,NO. OF STORES
304,433,408,433,408,448,304,448,NAME OF ACCOUNT
432,420,478,420,478,447,432,447,IND VOLUME
497,422,542,422,542,447,497,447,NO. OF STORES
161,453,198,453,198,466,161,466,139/ 27
163,472,196,472,196,485,163,485,202/ 22
161,492,198,492,198,505,161,505,126/ 26
161,508,199,508,199,522,161,522,176/ 13
163,528,197,528,197,542,163,542,98/ 17
22,453,121,453,121,467,22,467,Chatham Oil (311- 01)
22,472,126,472,126,487,22,487,Express Stop (309- 30)
22,490,117,490,117,506,22,506,Fowlers Oil (308 -21)
24,508,130,508,130,525,24,525,Petro Express (313- 07)
24,528,123,528,123,542,24,542,Service Dist. (313- 12)
22,623,401,623,401,653,22,653,DIRECT ACCOUNTS AND CHAINS HEADQUARTERED OUTSIDE THE REGION (15+ STORES) STOCKING NO MAVERICK SPECIALS MENTHOL
32,663,136,663,136,680,32,680,NAME OF ACCOUNT
156,652,201,652,201,679,156,679,IND LOR VOLUME
225,652,269,652,269,679,225,679,NO. OF STORES
304,665,408,665,408,680,304,680,NAME OF ACCOUNT
432,652,481,652,481,679,432,679,IND LOR VOLUME
499,652,543,652,543,679,499,679,NO. OF STORES
291,683,373,683,373,700,291,700,_7-Eleven 
25,683,124,683,124,697,25,697,Coastal Mart (210- 06)
25,701,102,701,102,718,25,718,Conoco (524- 10)
25,719,116,719,116,739,25,739,Dairy Mart (417- 47)
25,739,92,739,92,757,25,757,Emro (411- 07)
25,758,116,758,116,775,25,775,EZ Serve (810 76B)
25,778,124,778,124,793,25,793,CVS- Revco (014- 20)
27,796,104,796,104,813,27,813,Rite Aid (209- 07)
24,816,112,816,112,831,24,831,Walgreen (625- 60)
24,835,108,835,108,850,24,850,Walmart (527- 35)
539,925,641,925,641,943,539,943,Page1 of 3 Pages
