98,140,144,140,144,154,98,154,FROM:
101,169,122,169,122,183,101,183,TO:
99,201,121,201,121,215,99,215,CC:
101,302,142,302,142,319,101,319,MEDIA
99,365,195,365,195,380,99,380,SPACE/COLOR
102,478,193,478,193,495,102,495,CIRCULATION
149,137,227,137,227,152,149,152,M. BORSINI
316,297,376,297,376,314,316,314,COUPON
316,325,387,325,387,345,316,345,OCR-DEC
317,395,373,395,373,409,317,409,10/11/93
317,427,364,427,364,442,317,442,6/30/94
317,522,384,522,384,540,317,540,NATIONAL
318,554,349,554,349,568,318,568,$.50
320,589,358,589,358,603,320,603,PACK
320,684,366,684,366,701,320,701,8/06/93
561,770,622,770,622,795,561,795,8470
581,795,616,795,616,812,581,812,916
567,811,614,811,614,833,567,833,80%
735,782,753,782,753,860,735,860,91391310
304,640,509,640,509,683,304,683,Marine B
316,99,553,99,553,117,316,117,COUPON CODE REGISTRATION FORM
137,169,232,169,232,183,137,183,VINCE LOSITO
137,191,781,191,781,224,137,224,T. BAYLIES, L. GIORDANO V. LINDSLEY, J. SCHNEFF, S. RAPISARLDI, N, DISCENZA E LUNDBERG
313,229,512,229,512,248,313,248,HARLEY -DAVIDSON DTS CPNS
99,268,256,268,256,284,99,284,BRANDS(S) APPLICABLE
317,265,444,265,444,282,317,282,HARLEY- DAVIDSON
99,332,264,332,264,348,99,348,ISSUE FREQUENCY/YEAR
101,395,239,395,239,411,101,411,COUPON ISSUE DATE
101,427,276,427,276,445,101,445,COUPON EXPIRATION DATE
327,469,487,469,487,494,327,494,2,852,100 - 47.200
101,525,262,525,262,542,101,542,GEOGRAPHICAL AREA(S)
103,559,210,559,210,573,103,573,COUPON VALUE
105,589,253,589,253,606,105,606,PACK AND OR/CARTON
105,620,308,620,308,637,105,637,ADVERTISING CREATIVE THEME
105,654,270,654,270,671,105,671,SIGNATURE OF INITIATOR
105,687,210,687,210,705,105,705,DATE INITIATED
103,718,295,718,295,736,103,736,ANALYTICAL REQUIREMENTS:
321,749,495,749,495,767,321,767,FOR CONTROL USE ONLY:
321,781,439,781,439,799,321,799,CODE ASSIGNED:
320,797,417,797,417,814,320,814,JOB NUMBER:
321,814,449,814,449,833,321,833,EST, REDEMPTION:
