335,113,364,113,364,128,335,128,1987
335,141,378,141,378,158,335,158,MALIBU
316,230,401,230,401,243,316,243,
235,228,246,228,246,242,235,242,
314,288,410,288,410,302,314,302,NONMENTHOL:
113,113,135,113,135,130,113,130,(1)
145,228,202,228,202,243,145,243,FILTER
144,286,212,286,212,300,144,300,MENTHOL:
145,346,194,346,194,361,145,361,"TAR":
176,627,186,627,186,633,176,633,-
194,684,201,684,201,692,194,692,-
176,715,183,715,183,721,176,721,-
176,743,184,743,184,749,176,749,-
194,859,200,859,200,866,194,866,-
536,885,553,885,553,898,536,898,94
399,345,477,345,477,360,399,360,NICOTINE:
395,503,413,503,413,518,395,518,34
401,532,411,532,411,545,401,545,0
394,561,411,561,411,575,394,575,38
401,680,409,680,409,695,401,695,1
394,764,409,764,409,782,394,782,20
399,858,407,858,407,873,399,873,1
112,144,134,144,134,158,112,158,(2)
112,170,136,170,136,185,112,185,(3)
113,200,133,200,133,217,113,217,(4)
112,229,134,229,134,244,112,244,(5)
113,260,135,260,135,273,113,273,(6)
112,288,134,288,134,303,112,303,(7)
112,318,133,318,133,329,112,329,(8)
112,346,134,346,134,360,112,360,(9)
112,376,141,376,141,389,112,389,(10)
112,405,140,405,140,422,112,422,(11)
112,433,141,433,141,450,112,450,(12)
110,506,139,506,139,523,110,523,(13)
112,535,141,535,141,552,112,552,(14)
110,563,138,563,138,580,110,580,(15)
109,595,140,595,140,610,109,610,(16)
109,623,138,623,138,638,109,638,(17)
109,652,140,652,140,667,109,667,(18)
109,682,138,682,138,699,109,699,(19)
109,712,138,712,138,726,109,726,(20)
109,740,138,740,138,754,109,754,(21)
109,770,138,770,138,785,109,785,(22)
109,799,137,799,137,816,109,816,(23)
108,828,139,828,139,846,108,846,(24)
109,856,138,856,138,873,109,873,(25)
109,891,138,891,138,908,109,908,(26)
300,71,482,71,482,87,300,87,CIGARETTE REPORT FORM
145,113,257,113,257,131,145,131,YEAR COVERED:
145,144,299,144,299,158,145,158,BRAND FAMILY NAME:
145,172,314,172,314,186,145,186,VARIETY DESCRIPTION:
334,169,456,169,456,187,334,187,King Size, Filter
145,200,272,200,272,217,145,217,PRODUCT LENGTH:
332,198,399,198,399,218,332,218,King Size
527,229,619,229,619,247,527,247,(check one)
432,254,617,254,617,275,432,275,X (check one)
433,284,617,284,617,305,433,305,X (check one)
316,260,400,260,400,275,316,275,SOFT PACK:
144,258,230,258,230,273,144,273,HARD PACK:
144,316,272,316,272,332,144,332,PACK SIZE SOLD:
332,311,361,311,361,328,332,328,20' s
235,341,270,341,270,357,235,357,16 mg
500,338,637,338,637,360,500,360,1. 3 mg (Appendix C)
151,373,311,373,311,391,151,391,VARIETY UNIT SALES:
376,376,410,376,410,391,376,391,1, 800
369,404,411,404,411,418,369,418,59, 791
151,404,329,404,329,421,151,421,VARIETY DOLLAR SALES:
152,434,294,434,294,449,152,449,FIRST SALES DATE:
303,433,360,433,360,450,303,450,10/ 26/ 87
401,432,538,432,538,449,401,449,LAST SALES DATE:
286,475,599,475,599,493,286,493,REPORTABLE EXPENDITURES (In Thousands)
151,506,279,506,279,521,151,521,CAT- A - EXPENSES:
151,535,278,535,278,551,151,551,CAT - - EXPENSES:
151,564,278,564,278,579,151,579,CAT - C - EXPENSES:
151,594,278,594,278,609,151,609,CAT - D - EXPENSES:
149,624,278,624,278,638,149,638,CAT E - EXPENSES:
149,652,278,652,278,667,149,667,CAT - F - EXPENSES:
149,682,277,682,277,696,149,696,CAT - G EXPENSES:
151,711,275,711,275,727,151,727,CAT H - EXPENSES:
148,740,275,740,275,755,148,755,CAT I - EXPENSES:
149,770,276,770,276,785,149,785,CAT - J - EXPENSES:
149,799,275,799,275,813,149,813,CAT - K - EXPENSES:
149,827,277,827,277,844,149,844,CAT - L - EXPENSES:
148,858,276,858,276,872,148,872,CAT - M EXPENSES:
149,888,507,888,507,904,149,904,TOTAL REPORTABLE EXPENDITURES FOR VARIETYI:
